Step,Actor Loss,Critic Loss
0,0.09404330717894699,0.0253161587734688
1,0.09286067149165159,0.025317972775425544
2,0.09250145016006285,0.025649889587810365
3,0.09124114284126321,0.02618415396667441
4,0.09001320992844383,0.026670345630540413
5,0.08937317210770768,0.026947565514216683
6,0.08839738636530059,0.027073094805560048
7,0.08774495433904399,0.027154236881356274
8,0.08740471969446216,0.027220780679262983
9,0.08756964948608086,0.027513919983456387
10,0.08800678529399265,0.02799570909364771
11,0.0879619709353499,0.028436442889847268
12,0.0872091592396485,0.02848667511386289
13,0.08693888375448594,0.028382979239498476
14,0.085548270801295,0.02804962436745137
15,0.08373791203885975,0.02744811479207997
16,0.0819969666584148,0.02689430430855914
17,0.08028255278937001,0.026609701575499585
18,0.07875937723227722,0.0264554488679088
19,0.07867686125836872,0.02635861137806883
20,0.07957425088599937,0.026373105698500994
21,0.08172015534487714,0.026534155175429886
22,0.08374430520431012,0.02640416771305514
23,0.08545917672907236,0.026237014365830983
24,0.08626651503102191,0.026077603604093915
25,0.08641810539860963,0.026047424266024036
26,0.08618994581349214,0.026182178658282148
27,0.08602825852413674,0.026584819897606502
28,0.08553314182312238,0.02693138152087635
29,0.08565744253007838,0.02747309536864948
30,0.084945914981096,0.027711228830063155
31,0.08405936621311941,0.027568518691144815
32,0.08341629706950461,0.02736113464120331
33,0.08296754197673119,0.027109613601970204
34,0.08209406944786038,0.026597947663469425
35,0.08199277040809458,0.026405124931405902
36,0.0819076043767482,0.026193087636715025
37,0.08164458934144882,0.025906324285363425
38,0.08177822627417151,0.0256349020148099
39,0.0822607859713866,0.025514566191524497
40,0.0833958344681874,0.022486215809065412
41,0.08483553767286382,0.019200830451478343
42,0.08687660410735094,0.014973861497217203
43,0.08859770777573885,0.010445165394972866
44,0.09035796730344149,0.005779070103221972
45,0.09122217898468399,0.0038892619697981157
46,0.09127588500977238,0.002418472025907022
47,0.09019628815316126,0.001959683436689838
48,0.08864342295415872,0.0018972578227396562
49,0.08724676695729512,0.001855422943978008
50,0.08561085229263046,0.001781484632422752
51,0.08315082114973925,0.0016831237561378118
52,0.0810855386386829,0.0015641671080831843
53,0.07961846793923022,0.001461139689887058
54,0.07866332780026132,0.0014384240580073255
55,0.07895574218493469,0.0015099485008302628
56,0.08058853938603258,0.001461236718407287
57,0.08236198688676032,0.0013952840787857144
58,0.08343183678690651,0.0013246802916018453
59,0.08381532391630278,0.0011983269741563563
60,0.08363834891817644,-0.0031994469216262084
61,0.08336968572684374,-0.009233986518618488
62,0.08292116890298991,-0.01403423181800631
63,0.08294118939500315,-0.01842573341360796
64,0.08204179469308133,-0.022951176415400867
65,0.08066859551521453,-0.023415247960090407
66,0.07951373751568343,-0.021908393102514148
67,0.07870051330084644,-0.02159585954817979
68,0.0784163237358848,-0.02609369016620936
69,0.07942791101724175,-0.03200297826768209
70,0.08064291085642888,-0.043217726645634724
71,0.08168315089402627,-0.05748474936777502
72,0.08182299539390249,-0.07199785912878595
73,0.08137876848622956,-0.08170158077382571
74,0.0799950356192545,-0.08395019901763244
75,0.07803516864472812,-0.07871771984852115
76,0.07608997047655529,-0.07679461545080446
77,0.07494019675135966,-0.07064548665594654
78,0.07368608633269891,-0.061847581751147115
79,0.07315828202273521,-0.05858199169312669
80,0.07259380368485786,-0.057135630090036665
81,0.07137292764680951,-0.04540645239292556
82,0.07089582827146532,-0.0352288196803956
83,0.07096213444938856,-0.028074483572430954
84,0.07123468379244162,-0.020915998931154107
85,0.07193652416351738,-0.014387464332330471
86,0.07224711037613572,-0.011839307328237491
87,0.07122822091134805,-0.010962713628721654
88,0.07016055563982952,-0.01022560742449208
89,0.06831370151293835,-0.009748855601235711
90,0.06672785431923267,-0.009192343061255673
91,0.0661069012394389,-0.007664440307487851
92,0.06553304348824567,-0.006920882847083956
93,0.06489514292782977,-0.01610898460131888
94,0.0653698011752835,-0.03057027858511055
95,0.06629151980604321,-0.045330372884703894
96,0.06746231011662517,-0.06114608804749731
97,0.06906769910603149,-0.07782149853651116
98,0.07016326667621585,-0.08584904101793635
99,0.07077001296212937,-0.08821991254751409
100,0.07061294893624859,-0.09033839220056872
101,0.06989525521917356,-0.09426340399978397
102,0.0686574449457405,-0.09819332589668818
103,0.06709980164011255,-0.10088274321005089
104,0.06502522416906123,-0.10355971885027368
105,0.06321628234962332,-0.10904301303614002
106,0.062117824331215765,-0.11463460531950824
107,0.062394961560743895,-0.11946176297191738
108,0.063601221100212,-0.1242736233860239
109,0.06463756234948381,-0.12778047133799778
110,0.06560251771689626,-0.12778218671519637
111,0.06623055689679501,-0.12548380927893635
112,0.06600572921624967,-0.12299441469274489
113,0.06508842963302316,-0.12185015904550991
114,0.06374193766681661,-0.12309963035542001
115,0.06177358241282587,-0.12549603802211864
116,0.05897981174326286,-0.12791839985345016
117,0.055815776041850666,-0.13007794097981662
118,0.05345664510802768,-0.1308376948799322
119,0.05199703284185176,-0.1301079386368468
120,0.051794521316573604,-0.12882704154196717
121,0.0535603289500312,-0.12778965101387638
122,0.05619316556451979,-0.126866660168817
123,0.05811836251897344,-0.12570873655727027
124,0.05924933456074822,-0.12398775155327348
125,0.059416049466577844,-0.12154297432929406
126,0.05802361515649694,-0.11835553695641116
127,0.056330136940515904,-0.11511595890410609
128,0.055799593122302635,-0.11372910827272792
129,0.0564881205563725,-0.11509270250145082
130,0.05788708141984518,-0.11873647808714537
131,0.05941718842861277,-0.12402470968746931
132,0.06063482483637724,-0.12947848398747352
133,0.06062127195050301,-0.13283348093207945
134,0.05908281645923506,-0.13368663066244138
135,0.05716663455425681,-0.13290408166640322
136,0.05581671064652977,-0.13119144660820808
137,0.05470097015162958,-0.1294305063356307
138,0.05413355584551404,-0.12867476239345652
139,0.05448277249987983,-0.12816425968634418
140,0.0542821812088855,-0.12709820333902738
141,0.05357774646718455,-0.1264324841394313
142,0.05260525716113699,-0.12580429755774028
143,0.05108598494396734,-0.12466955981026484
144,0.049507281400540434,-0.12420125332288863
145,0.048401907639987564,-0.12403094889539204
146,0.04731881535220551,-0.12323282422135277
147,0.04693688831745649,-0.12299005560257556
148,0.04787458786732835,-0.12393272887074071
149,0.048965484435679794,-0.1247601020001803
150,0.04966023813431578,-0.1261084719023618
151,0.050053022935160826,-0.12770602009567167
152,0.049321089980100805,-0.1288281005798753
153,0.0478305964897081,-0.12954601082530884
154,0.047112147051911614,-0.13009847620274173
155,0.04746664870564353,-0.12958959226877015
156,0.04849142347857667,-0.1280370753136506
157,0.05023652954309885,-0.12617167801594958
158,0.05083268020320039,-0.12408819660334759
159,0.04992704832623841,-0.122133632263453
160,0.048481904781132734,-0.12129895087353372
161,0.0469809955568896,-0.1211007046156177
162,0.04551265783275003,-0.12060020824992636
163,0.04535071904337181,-0.1206007355963549
164,0.04614244316228324,-0.12164019442447065
165,0.04689572385562259,-0.1238889264082093
166,0.04667943594667862,-0.12747977258552706
167,0.0461083088026963,-0.13146800353162233
168,0.045406698885045144,-0.13447773963815804
