Step,Actor Loss,Critic Loss
33,0.0936872586607933,0.025844227522611618
34,0.09328637272119522,0.026390794664621353
35,0.09320001304149628,0.024647079408168793
36,0.10424280911684036,0.02769225463271141
37,0.095662921667099,0.025636892765760422
38,0.08578268438577652,0.02369072288274765
39,0.08854354918003082,0.02279546670615673
40,0.08986110985279083,0.024268684908747673
41,0.0990421324968338,0.028493251651525497
42,0.07915773242712021,0.027956971898674965
43,0.09259865432977676,0.02740856632590294
44,0.09196077287197113,0.027779605239629745
45,0.08635319024324417,0.026190919801592827
46,0.08733620494604111,0.028225496411323547
47,0.08088799566030502,0.025101596489548683
48,0.08226974308490753,0.02442457713186741
49,0.09191007167100906,0.0302873682230711
50,0.10001902282238007,0.030675053596496582
51,0.07972708344459534,0.02898397669196129
52,0.08737758547067642,0.029673520475625992
53,0.09213882684707642,0.025689775124192238
54,0.08184695243835449,0.031076844781637192
55,0.08775825798511505,0.02687893807888031
56,0.07890914380550385,0.02315901778638363
57,0.08837629854679108,0.029921263456344604
58,0.07199513912200928,0.02444641850888729
59,0.07424771040678024,0.0256203506141901
60,0.07297509908676147,0.027197856456041336
1,0.0746619701385498,0.023862168192863464
2,0.09199079126119614,0.031974680721759796
3,0.08585909008979797,0.024294618517160416
4,0.09155333042144775,0.025948358699679375
5,0.08788982033729553,0.02440325729548931
6,0.09421521425247192,0.0290883406996727
7,0.08123303204774857,0.024092016741633415
8,0.08344827592372894,0.024950940161943436
9,0.09041028469800949,0.026659753173589706
10,0.08269645273685455,0.024454589933156967
11,0.09441928565502167,0.030392033979296684
12,0.08719473332166672,0.03289903327822685
13,0.08446948975324631,0.024847552180290222
14,0.07440996915102005,0.0220749881118536
15,0.09238637238740921,0.034564197063446045
16,0.08706697076559067,0.0272748451679945
17,0.07752252370119095,0.02165750041604042
18,0.0928226113319397,0.029584743082523346
19,0.07432925701141357,0.020335260778665543
20,0.09764499217271805,0.032132476568222046
21,0.06915424764156342,0.02425774186849594
22,0.10112841427326202,0.028753813356161118
23,0.0713222473859787,0.0212355125695467
24,0.07929310202598572,0.023164663463830948
25,0.101300910115242,0.027433795854449272
26,0.082661472260952,0.023382220417261124
27,0.09696658700704575,0.031240256503224373
28,0.09821868687868118,0.03553847596049309
29,0.07754533737897873,0.028703920543193817
30,0.10840179771184921,0.029866360127925873
31,0.09498529881238937,0.027015091851353645
32,0.09070518612861633,0.025899069383740425
33,0.10707850754261017,0.03404571861028671
34,0.07933194190263748,0.030037514865398407
35,0.08568619936704636,0.025448501110076904
36,0.09589709341526031,0.030157560482621193
37,0.07653695344924927,0.025682052597403526
38,0.10090597718954086,0.02792571857571602
39,0.0876334011554718,0.022887051105499268
40,0.06800412386655807,0.018823273479938507
41,0.07047097384929657,0.022066764533519745
42,0.0833144336938858,0.02298237383365631
43,0.08814337104558945,0.027487194165587425
44,0.10044123232364655,0.03216208517551422
45,0.09887930750846863,0.038217443972826004
46,0.08588483929634094,0.03162476047873497
47,0.07713527232408524,0.020679550245404243
